method,baseline_size,final_size,size_reduction,baseline_score,final_score,security_preservation,num_applied,program,selector,applied_passes,rejected_passes,num_rejected,num_passes_applied,num_steps_taken
random,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_027,random,[],"[{'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,85,49,42.35294117647059,10.0,10.0,100.0,,benchmark_027,,"['sroa', 'loop-unroll', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_028,,,,,,
O2,48,24,50.0,4.0,8.0,200.0,0.0,benchmark_028,,,,,,
O3,48,24,50.0,4.0,8.0,200.0,0.0,benchmark_028,,,,,,
greedy,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_028,greedy,[],[],0.0,,
random,48,48,0.0,4.0,4.0,100.0,0.0,benchmark_028,random,[],"[{'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,48,23,52.083333333333336,4.0,4.0,100.0,,benchmark_028,,"['sroa', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'early-cse', 'sroa', 'simplifycfg', 'sroa', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,13.0,13.0
O0,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_029,,,,,,
O2,85,204,-140.0,10.0,41.5,415.00000000000006,0.0,benchmark_029,,,,,,
O3,85,204,-140.0,10.0,41.5,415.00000000000006,0.0,benchmark_029,,,,,,
greedy,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_029,greedy,[],[],0.0,,
random,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_029,random,[],"[{'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,85,49,42.35294117647059,10.0,10.0,100.0,,benchmark_029,,"['sroa', 'loop-unroll', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_030,,,,,,
O2,192,160,16.666666666666664,11.0,3.0,27.27272727272727,0.0,benchmark_030,,,,,,
O3,192,263,-36.97916666666667,11.0,3.0,27.27272727272727,0.0,benchmark_030,,,,,,
greedy,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_030,greedy,[],[],0.0,,
random,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_030,random,[],"[{'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,192,271,-41.14583333333333,11.0,11.0,100.0,,benchmark_030,,"['sroa', 'loop-unroll', 'early-cse', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa']",,,10.0,10.0
O0,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_031,,,,,,
O2,101,77,23.762376237623762,12.0,10.0,83.33333333333334,0.0,benchmark_031,,,,,,
O3,101,77,23.762376237623762,12.0,10.0,83.33333333333334,0.0,benchmark_031,,,,,,
greedy,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_031,greedy,[],[],0.0,,
random,101,101,0.0,12.0,12.0,100.0,0.0,benchmark_031,random,[],"[{'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,101,65,35.64356435643564,12.0,12.0,100.0,,benchmark_031,,"['sroa', 'loop-unroll', 'simplifycfg', 'sccp', 'sccp', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg', 'simplifycfg']",,,10.0,10.0
O0,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_032,,,,,,
O2,47,21,55.319148936170215,7.0,4.0,57.14285714285714,0.0,benchmark_032,,,,,,
O3,47,21,55.319148936170215,7.0,4.0,57.14285714285714,0.0,benchmark_032,,,,,,
greedy,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_032,greedy,[],[],0.0,,
random,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_032,random,[],"[{'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,47,26,44.680851063829785,7.0,7.0,100.0,,benchmark_032,,['sroa'],,,1.0,10.0
O0,201,201,0.0,14.0,14.0,100.0,0.0,benchmark_033,,,,,,
O2,201,402,-100.0,14.0,3.0,21.428571428571427,0.0,benchmark_033,,,,,,
O3,201,402,-100.0,14.0,3.0,21.428571428571427,0.0,benchmark_033,,,,,,
greedy,201,201,0.0,14.0,14.0,100.0,0.0,benchmark_033,greedy,[],[],0.0,,
random,201,201,0.0,14.0,14.0,100.0,0.0,benchmark_033,random,[],"[{'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,201,134,33.33333333333333,14.0,14.0,100.0,,benchmark_033,,"['sroa', 'loop-unroll', 'loop-unroll', 'sroa', 'loop-unroll', 'sroa', 'sroa', 'loop-unroll', 'sroa', 'sroa']",,,10.0,10.0
O0,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_034,,,,,,
O2,192,402,-109.375,11.0,3.0,27.27272727272727,0.0,benchmark_034,,,,,,
O3,192,402,-109.375,11.0,3.0,27.27272727272727,0.0,benchmark_034,,,,,,
greedy,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_034,greedy,[],[],0.0,,
random,192,192,0.0,11.0,11.0,100.0,0.0,benchmark_034,random,[],"[{'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,192,128,33.33333333333333,11.0,11.0,100.0,,benchmark_034,,"['sroa', 'loop-unroll', 'loop-unroll', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa', 'sroa']",,,10.0,10.0
O0,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_035,,,,,,
O2,47,21,55.319148936170215,7.0,4.0,57.14285714285714,0.0,benchmark_035,,,,,,
O3,47,21,55.319148936170215,7.0,4.0,57.14285714285714,0.0,benchmark_035,,,,,,
greedy,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_035,greedy,[],[],0.0,,
random,47,47,0.0,7.0,7.0,100.0,0.0,benchmark_035,random,[],"[{'pass': 'licm', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'simplifycfg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-deletion', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'dce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'inline', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'reassociate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-unroll', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'early-cse', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'loop-rotate', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'gvn', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'jump-threading', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'adce', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'correlated-propagation', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'indvars', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'aggressive-instcombine', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sroa', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'sccp', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'tailcallelim', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}, {'pass': 'mem2reg', 'reason': ""Error: 'SecurityOracle' object has no attribute 'compute_preservation_ratio'""}]",20.0,,
rl,47,26,44.680851063829785,7.0,7.0,100.0,,benchmark_035,,['sroa'],,,1.0,10.0
O0,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_036,,,,,,
O2,85,134,-57.647058823529406,10.0,26.5,265.0,0.0,benchmark_036,,,,,,
O3,85,134,-57.647058823529406,10.0,26.5,265.0,0.0,benchmark_036,,,,,,
greedy,85,85,0.0,10.0,10.0,100.0,0.0,benchmark_036,greedy,[],[],0.0,,
